web-scraper-order,web-scraper-start-url,title,title-href,reviews,price
1611930215-5357,https://www.daraz.pk/health-beauty-tools/?location=-178&page=10&price=100-700&rating=4,Mini Electronic Hair Crimper Curling Iron,https://www.daraz.pk/products/mini-electronic-hair-crimper-curling-iron-i120068128-s1274574675.html?search=1,-375,Rs. 420
1611929857-3034,https://www.daraz.pk/health-beauty-tools/?location=-178&page=68&price=100-700&rating=4,Mini Hair Straightner And Straightener,https://www.daraz.pk/products/mini-hair-straightner-and-straightener-i106758402-s1255018175.html?search=1,-328,Rs. 420
1611930104-4621,https://www.daraz.pk/health-beauty-tools/?location=-178&page=28&price=100-700&rating=4,Stainless Steel Foot Scraper Blades Skin Callus Remover Trimmer feet Shaver Pedicure Care Tools Set,https://www.daraz.pk/products/stainless-steel-foot-scraper-blades-skin-callus-remover-trimmer-feet-shaver-pedicure-care-tools-set-i128313885-s1287332490.html?search=1,-320,Rs. 250
1611930252-5594,https://www.daraz.pk/health-beauty-tools/?location=-178&page=4&price=100-700&rating=4,5 in 1 - Facial Electric Cleanser & Massager,https://www.daraz.pk/products/5-in-1-facial-electric-cleanser-massager-i1251173-s8738492.html?search=1,-320,Rs. 399
1611929925-3441,https://www.daraz.pk/health-beauty-tools/?location=-178&page=57&price=100-700&rating=4,Travel Mini Hair Flat Iron Ceramic Plate Hair Straightener,https://www.daraz.pk/products/travel-mini-hair-flat-iron-ceramic-plate-hair-straightener-i124062713-s1281432806.html?search=1,-320,Rs. 525
1611929756-2385,https://www.daraz.pk/health-beauty-tools/?location=-178&page=84&price=100-700&rating=4,2019 New Electronic Ceramic Fast Hair Straightener Portable Mini Hair Flat Iron Wet/Dryer Straightening Irons Mixed colour delivery,https://www.daraz.pk/products/2019-new-electronic-ceramic-fast-hair-straightener-portable-mini-hair-flat-iron-wetdryer-straightening-irons-mixed-colour-delivery-i120466420-s1275264179.html?search=1,-313,Rs. 475
1611929900-3294,https://www.daraz.pk/health-beauty-tools/?location=-178&page=61&price=100-700&rating=4,Mini Straightener,https://www.daraz.pk/products/electronic-fast-hair-straightener-portable-mini-hair-flat-iron-i125108282-s1283014001.html?search=1,-269,Rs. 489
1611930098-4580,https://www.daraz.pk/health-beauty-tools/?location=-178&page=29&price=100-700&rating=4,Silicone Facial Cleansing Brush Face cleaning Makeup cleaner Tool Deep Pore exfoliater black heads removal Best For Manicure Pedicure Beauty Massage,https://www.daraz.pk/products/silicone-facial-cleansing-cleanser-brush-face-cleaning-deep-pore-exfoliater-black-heads-removal-beauty-massage-in-pink-colour-i118208512-s1271324959.html?search=1,-267,Rs. 225
1611930234-5452,https://www.daraz.pk/health-beauty-tools/?location=-178&page=7&price=100-700&rating=4,Mini Electronic Hair Straightener,https://www.daraz.pk/products/mini-electronic-hair-straightener-i119206066-s1272816286.html?search=1,-265,Rs. 499
1611929900-3295,https://www.daraz.pk/health-beauty-tools/?location=-178&page=61&price=100-700&rating=4,Electronic Fast Hair Straightener Portable Mini Hair Flat Iron,https://www.daraz.pk/products/electronic-fast-hair-straightener-portable-mini-hair-flat-iron-i2416421-s10578556.html?search=1,-237,Rs. 449
1611929844-2957,https://www.daraz.pk/health-beauty-tools/?location=-178&page=70&price=100-700&rating=4,5In1 Beauty Face Masager,https://www.daraz.pk/products/5in1-beauty-face-masager-i114698041-s1266474510.html?search=1,-219,Rs. 390
1611929981-3804,https://www.daraz.pk/health-beauty-tools/?location=-178&page=48&price=100-700&rating=4,"3pcs Eyebrow Razor, Facial Hair Remover Eyebrow Trimmer, Sharp Mini Makeup Knife Shaper Shaver For Women Women's Razors Makeup Facial Eyebrow Lip Razor Hair Remover Sharp Stainless Steel Cutting Knife Safety Razor",https://www.daraz.pk/products/3pcs-eyebrow-razor-facial-hair-remover-eyebrow-trimmer-sharp-mini-makeup-knife-shaper-shaver-for-women-womens-razors-makeup-facial-eyebrow-lip-razor-hair-remover-sharp-stainless-steel-cutting-knife-safety-razor-i160814019-s1327618557.html?search=1,-208,Rs. 145
1611929857-3008,https://www.daraz.pk/health-beauty-tools/?location=-178&page=68&price=100-700&rating=4,1290 - Foldable Hair Dryer,https://www.daraz.pk/products/1290-foldable-hair-dryer-i1251181-s8738500.html?search=1,-205,Rs. 620
1611930018-4073,https://www.daraz.pk/health-beauty-tools/?location=-178&page=42&price=100-700&rating=4,Apple Electric Massager,https://www.daraz.pk/products/apple-electric-massager-i102204050-s1247890421.html?search=1,-192,Rs. 299
1611929749-2341,https://www.daraz.pk/health-beauty-tools/?location=-178&page=85&price=100-700&rating=4,mini straightner A1 quality Easy to cary,https://www.daraz.pk/products/mini-straightner-a1-quality-easy-to-cary-i133889787-s1294280810.html?search=1,-186,Rs. 499
1611929789-2576,https://www.daraz.pk/health-beauty-tools/?location=-178&page=79&price=100-700&rating=4,White - Panda Soft Blindfold Eye Shade Sleep Mask,https://www.daraz.pk/products/white-panda-soft-blindfold-eye-shade-sleep-mask-i3443726-s12931076.html?search=1,-172,Rs. 284
1611929931-3493,https://www.daraz.pk/health-beauty-tools/?location=-178&page=56&price=100-700&rating=4,Max Women Razor Disposable Body Shaving  Razor- Pack of 6 Blades,https://www.daraz.pk/products/max-women-razor-disposable-body-shaving-razor-pack-of-6-blades-i133677278-s1294080910.html?search=1,-162,Rs. 125
1611929887-3229,https://www.daraz.pk/health-beauty-tools/?location=-178&page=63&price=100-700&rating=4,Pack of 10 - Professional Salon Hair Comb Set - Black,https://www.daraz.pk/products/pack-of-10-professional-salon-hair-comb-set-black-i1780652-s9702395.html?search=1,-159,Rs. 297
1611930147-4915,https://www.daraz.pk/health-beauty-tools/?location=-178&page=21&price=100-700&rating=4,Derma Roller 0.5 Mm Hair & Skin System,https://www.daraz.pk/products/derma-roller-05-mm-hair-skin-system-i107520902-s1256100656.html?search=1,-154,Rs. 235
1611929925-3458,https://www.daraz.pk/health-beauty-tools/?location=-178&page=57&price=100-700&rating=4,"3pcs Eyebrow Razor, Facial Hair Remover Eyebrow Trimmer, Sharp Mini Makeup Knife Shaper Shaver For Women 3Pcs Women's Razors Makeup Facial Eyebrow Lip Razor Hair Remover Sharp Stainless Steel Cutting Knife Safety Razor",https://www.daraz.pk/products/3pcs-eyebrow-razor-facial-hair-remover-eyebrow-trimmer-sharp-mini-makeup-knife-shaper-shaver-for-women-3pcs-womens-razors-makeup-facial-eyebrow-lip-razor-hair-remover-sharp-stainless-steel-cutting-knife-safety-razor-i133165446-s1293472269.html?search=1,-153,Rs. 106
1611930154-4923,https://www.daraz.pk/health-beauty-tools/?location=-178&page=20&price=100-700&rating=4,Anti-Aging Natural Stone Jade Roller with Noiseless Double Heads for Face Massage Skin Slimming Relaxation Beauty Health Skincare,https://www.daraz.pk/products/anti-aging-natural-stone-jade-roller-with-noiseless-double-heads-for-face-massage-skin-slimming-relaxation-beauty-health-skincare-i174022271-s1345976502.html?search=1,-152,Rs. 469
1611929875-3138,https://www.daraz.pk/health-beauty-tools/?location=-178&page=65&price=100-700&rating=4,5 in1 Mini Multifunction Beauty Face Cleansing Spin Brush and Massager Scrubber Exfoliator Cleaning Machine,https://www.daraz.pk/products/5-in1-mini-multifunction-beauty-face-cleansing-spin-brush-and-massager-scrubber-exfoliator-cleaning-machine-i130556496-s1290409237.html?search=1,-148,Rs. 372
1611930110-4668,https://www.daraz.pk/health-beauty-tools/?location=-178&page=27&price=100-700&rating=4,BEST FOR SKIN  Electric Trimmer Shaver For Women  Hair Trimmer  Hair Remover  Hair Removal Machine.,https://www.daraz.pk/products/best-for-skin-electric-trimmer-shaver-for-women-hair-trimmer-i134555822-s1294931943.html?search=1,-147,Rs. 477
1611929807-2718,https://www.daraz.pk/health-beauty-tools/?location=-178&page=76&price=100-700&rating=4,5 in 1 Face Massager Machine,https://www.daraz.pk/products/5-in-1-face-massager-machine-i2121948-s10173612.html?search=1,-146,Rs. 489
1611929789-2571,https://www.daraz.pk/health-beauty-tools/?location=-178&page=79&price=100-700&rating=4,Daraz Select Nose Shapping tool,https://www.daraz.pk/products/daraz-select-nose-shapping-tool-i3832812-s14535807.html?search=1,-138,Rs. 130
1611930246-5534,https://www.daraz.pk/health-beauty-tools/?location=-178&page=5&price=100-700&rating=4,"Silicone Gel Heel Pad Socks for Pain Relief and anti crack heel 1 Pair Heel Cups Heel Guards Heel Protectors Heel Sleeves for Relieve Plantar Fascitis Inserts, Heel Pads Cushion Heel Pain, Heal Dry Cracked Heels, Achilles Tendinitis, for Men & Women",https://www.daraz.pk/products/silicone-gel-heel-pad-socks-for-pain-relief-and-anti-crack-heel-1-pair-heel-cups-heel-guards-heel-protectors-heel-sleeves-for-relieve-plantar-fascitis-inserts-heel-pads-cushion-heel-pain-heal-dry-cracked-heels-achilles-tendinitis-for-men-women-i126300184-s1284478293.html?search=1,-137,Rs. 169
1611929919-3432,https://www.daraz.pk/health-beauty-tools/?location=-178&page=58&price=100-700&rating=4,High Quality Flawless Hair Removing Machine with Battery | Painless Hair Removal | Pocket Size Facial Hair Remover,https://www.daraz.pk/products/high-quality-flawless-hair-removing-machine-with-battery-painless-hair-removal-pocket-size-facial-hair-remover-i168410446-s1355316718.html?search=1,-136,Rs. 395
